trip_id,route_id,agency_id,route_type,direction_id,origin_stop_id,destination_stop_id,n_stops,departure_hour,departure_minute,distance_km,duration_minutes,service_date
OCESN105241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1959:20261030,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,19,54,2.348602009408882,5.0,2026-10-30
OCESN105342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1728:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,17,23,2.348602009408882,5.0,2026-12-12
OCESN105342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1738:20260827,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,17,33,2.348602009408882,5.0,2026-08-27
OCESN105347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2215:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,22,10,2.348602009408882,5.0,2026-12-11
OCESN105350F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:600:20261207,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,5,55,2.348602009408882,5.0,2026-12-07
OCESN105362F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1046:20261007,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,10,40,2.348602009408882,6.0,2026-10-07
OCESN105362F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1045:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,10,40,2.348602009408882,5.0,2026-12-11
OCESN105375F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1021:20261009,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,10,15,2.348602009408882,6.0,2026-10-09
OCESN105375F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1023:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,10,18,2.348602009408882,5.0,2026-12-12
OCESN105377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1327:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,13,22,2.348602009408882,5.0,2026-12-12
OCESN105378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1609:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,16,2,2.348602009408882,7.0,2026-12-12
OCESN105431F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:734:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,7,29,2.348602009408882,5.0,2026-12-12
OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:907:20261007,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,9,2,2.348602009408882,5.0,2026-10-07
OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:916:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,9,11,2.348602009408882,5.0,2026-12-12
OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:911:20261206,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,9,6,2.348602009408882,5.0,2026-12-06
OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:913:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,9,8,2.348602009408882,5.0,2026-12-11
OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1116:20261007,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,11,10,2.348602009408882,6.0,2026-10-07
OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1115:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,11,10,2.348602009408882,5.0,2026-12-12
OCESN105442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1950:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,19,45,2.348602009408882,5.0,2026-12-12
OCESN105451F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2046:20261206,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,20,40,2.348602009408882,6.0,2026-12-06
OCESN105455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2330:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,23,25,2.348602009408882,5.0,2026-12-11
OCESN105485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1526:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,15,21,2.348602009408882,5.0,2026-12-12
OCESN105750F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2112:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,21,7,2.348602009408882,5.0,2026-12-12
OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1423:20261206,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,14,17,2.348602009408882,6.0,2026-12-06
OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1423:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,14,18,2.348602009408882,5.0,2026-12-12
OCESN106330F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:720:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,7,15,2.348602009408882,5.0,2026-12-12
OCESN106331F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:835:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,8,30,2.348602009408882,5.0,2026-12-12
OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1217:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,12,12,2.348602009408882,5.0,2026-12-12
OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1214:20260830,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,12,9,2.348602009408882,5.0,2026-08-30
OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1215:20260829,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,12,10,2.348602009408882,5.0,2026-08-29
OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1714:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,17,9,2.348602009408882,5.0,2026-12-12
OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1659:20260827,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,16,54,2.348602009408882,5.0,2026-08-27
OCESN106347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2202:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,21,57,2.348602009408882,5.0,2026-12-11
OCESN106350F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:547:20261207,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,5,42,2.348602009408882,5.0,2026-12-07
OCESN106355F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1827:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,18,22,2.348602009408882,5.0,2026-12-11
OCESN106355F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1816:20260827,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,18,10,2.348602009408882,6.0,2026-08-27
OCESN106367F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1824:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,18,19,2.348602009408882,5.0,2026-12-12
OCESN106377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1315:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,13,10,2.348602009408882,5.0,2026-12-12
OCESN106378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1546:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,15,41,2.348602009408882,5.0,2026-12-12
OCESN106442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1929:20261206,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,19,24,2.348602009408882,5.0,2026-12-06
OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1057:20261009,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,10,51,2.348602009408882,6.0,2026-10-09
OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1059:20261006,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,10,54,2.348602009408882,5.0,2026-10-06
OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1055:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,10,50,2.348602009408882,5.0,2026-12-11
OCESN106450F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2034:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,20,29,2.348602009408882,5.0,2026-12-12
OCESN106461F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2244:20261211,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,22,39,2.348602009408882,5.0,2026-12-11
OCESN106485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1512:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,15,7,2.348602009408882,5.0,2026-12-12
OCESN106600F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:615:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,6,9,2.348602009408882,6.0,2026-12-12
OCESN107241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2019:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,20,14,2.348602009408882,5.0,2026-12-12
OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1912:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,19,7,2.348602009408882,5.0,2026-12-12
OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:813:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,8,8,2.348602009408882,5.0,2026-12-12
OCESN107284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1502:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,14,57,2.348602009408882,5.0,2026-12-12
OCESN107300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:635:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,6,29,2.348602009408882,6.0,2026-12-12
OCESN107306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1434:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,14,29,2.348602009408882,5.0,2026-12-12
OCESN107359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2145:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,21,40,2.348602009408882,5.0,2026-12-12
OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1813:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,18,8,2.348602009408882,5.0,2026-12-12
OCESN107486F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1145:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,11,40,2.348602009408882,5.0,2026-12-12
OCESN107494F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1255:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,1,StopPoint:OCENavette-87571240,StopPoint:OCENavette-87571000,2,12,50,2.348602009408882,5.0,2026-12-12
OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1000:20261009,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,9,54,2.348602009408882,6.0,2026-10-09
OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1002:20261120,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,9,57,2.348602009408882,5.0,2026-11-20
OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1000:20260926,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,9,55,2.348602009408882,5.0,2026-09-26
OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:959:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,9,54,2.348602009408882,5.0,2026-12-12
OCESN108241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2002:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,19,57,2.348602009408882,5.0,2026-12-12
OCESN108260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:749:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,7,44,2.348602009408882,5.0,2026-12-12
OCESN108284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1446:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,14,41,2.348602009408882,5.0,2026-12-12
OCESN108300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:622:20261206,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,6,17,2.348602009408882,5.0,2026-12-06
OCESN108359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2125:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,21,20,2.348602009408882,5.0,2026-12-12
OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1032:20261009,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,10,26,2.348602009408882,6.0,2026-10-09
OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1033:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,10,28,2.348602009408882,5.0,2026-12-12
OCESN108444F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1741:20261212,FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,2,0,StopPoint:OCENavette-87571000,StopPoint:OCENavette-87571240,2,17,36,2.348602009408882,5.0,2026-12-12
OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20261101,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,1,StopPoint:OCETrain TER-87723197,StopPoint:OCETrain TER-87713040,10,13,16,174.25048949280162,115.0,2026-11-01
OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20261016,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,1,StopPoint:OCETrain TER-87723197,StopPoint:OCETrain TER-87713040,10,13,16,174.25048949280162,115.0,2026-10-16
OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20261101,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,1,StopPoint:OCETrain TER-87723197,StopPoint:OCETrain TER-87713040,10,15,16,174.25048949280162,115.0,2026-11-01
OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20261016,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,1,StopPoint:OCETrain TER-87723197,StopPoint:OCETrain TER-87713040,10,15,16,174.25048949280162,115.0,2026-10-16
OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20261101,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,1,StopPoint:OCETrain TER-87723197,StopPoint:OCETrain TER-87713040,10,17,16,174.25048949280162,115.0,2026-11-01
OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20261016,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,1,StopPoint:OCETrain TER-87723197,StopPoint:OCETrain TER-87713040,10,17,16,174.25048949280162,115.0,2026-10-16
OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20261017,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,10,49,174.25048949280162,115.0,2026-10-17
OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20261017,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,12,44,174.25048949280162,120.0,2026-10-17
OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20261017,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,14,49,174.25048949280162,115.0,2026-10-17
OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1843:20261115,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,16,48,174.25048949280162,115.0,2026-11-15
OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1843:20261025,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,16,49,174.25048949280162,114.0,2026-10-25
OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1844:20261011,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,16,49,174.25048949280162,115.0,2026-10-11
OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1844:20261004,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,16,49,174.25048949280162,115.0,2026-10-04
OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1843:20261206,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,16,49,174.25048949280162,114.0,2026-12-06
OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2100:20261101,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,19,2,174.25048949280162,118.0,2026-11-01
OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2044:20261016,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,18,49,174.25048949280162,115.0,2026-10-16
OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2044:20261004,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,18,47,174.25048949280162,117.0,2026-10-04
OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2044:20260920,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,18,48,174.25048949280162,116.0,2026-09-20
OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2100:20260906,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,19,2,174.25048949280162,118.0,2026-09-06
OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2044:20260830,FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,1187,2,0,StopPoint:OCETrain TER-87713040,StopPoint:OCETrain TER-87723197,10,18,49,174.25048949280162,115.0,2026-08-30
